date_time,AJ네트웍스,AJ렌터카,AK홀딩스,BGF,BNK금융지주,BYC,CJ,CJ CGV,CJ대한통운,CJ씨푸드,CJ제일제당,CJ헬로,CS홀딩스,DB,DB금융투자,DB손해보험,DB하이텍,DGB금융지주,DRB동일,DSR
2017-06-08,6950.0,13050.0,68400.0,71094.0,10350.0,400500.0,209500.0,80700.0,195500.0,3470.0,386000.0,9470.0,84700.0,798.0,3885.0,71400.0,20600.0,11500.0,10192.0,6800.0
2017-06-09,7290.0,13450.0,68700.0,65169.0,10600.0,398000.0,211000.0,80600.0,196000.0,3460.0,380000.0,9290.0,84800.0,772.0,4140.0,70700.0,22700.0,11600.0,10192.0,6810.0
2017-06-12,7320.0,13150.0,68800.0,61048.0,10650.0,398500.0,202500.0,78400.0,192500.0,3470.0,373500.0,9140.0,84800.0,745.0,4215.0,70700.0,22050.0,11900.0,9997.0,6780.0
2017-06-13,7400.0,13350.0,69700.0,60017.0,10600.0,397500.0,204000.0,79200.0,197000.0,3485.0,378000.0,9130.0,84500.0,751.0,4410.0,71500.0,21950.0,11850.0,10094.0,7040.0
2017-06-14,7310.0,12800.0,72000.0,58987.0,10850.0,387000.0,206500.0,77400.0,194000.0,3475.0,384500.0,9070.0,84200.0,742.0,4270.0,71600.0,21500.0,11850.0,9997.0,6860.0
2017-06-15,7320.0,13000.0,74300.0,60275.0,10700.0,380500.0,201000.0,75900.0,193500.0,3410.0,380000.0,9070.0,84900.0,742.0,4170.0,70800.0,21100.0,11850.0,10290.0,6700.0
2017-06-16,7490.0,13200.0,74400.0,59760.0,10850.0,379000.0,200500.0,73900.0,193500.0,3345.0,379500.0,9090.0,84300.0,745.0,4175.0,70500.0,21450.0,11950.0,10338.0,6760.0
2017-06-19,7450.0,13200.0,74300.0,59760.0,10800.0,382500.0,197500.0,72600.0,191000.0,3345.0,374000.0,9010.0,84700.0,764.0,4135.0,69600.0,22750.0,12000.0,10094.0,6750.0
2017-06-20,7270.0,12900.0,74100.0,57184.0,10800.0,381000.0,194500.0,72100.0,186500.0,3340.0,371000.0,8840.0,84400.0,753.0,4100.0,68600.0,22350.0,11950.0,10143.0,6460.0
2017-06-21,7310.0,11800.0,74200.0,58987.0,10400.0,379000.0,193500.0,72500.0,189500.0,3330.0,373000.0,8990.0,84400.0,752.0,4015.0,66800.0,21750.0,11450.0,10046.0,6380.0
2017-06-22,7330.0,11700.0,74400.0,56669.0,10750.0,378500.0,197000.0,72600.0,186500.0,3320.0,373500.0,9120.0,84000.0,751.0,4035.0,67600.0,21800.0,11450.0,9948.0,6400.0
2017-06-23,7400.0,12000.0,73500.0,53835.0,10850.0,379500.0,198000.0,73800.0,188000.0,3315.0,370500.0,9020.0,84200.0,758.0,4100.0,67500.0,22000.0,11450.0,9997.0,6590.0
2017-06-26,7360.0,12250.0,72700.0,54093.0,10600.0,377000.0,196000.0,72700.0,188000.0,3310.0,367500.0,9010.0,83600.0,759.0,4105.0,67100.0,21950.0,11350.0,9802.0,6510.0
2017-06-27,7500.0,12550.0,73400.0,54351.0,10600.0,370500.0,195500.0,74300.0,182000.0,3335.0,365500.0,9090.0,83800.0,760.0,4065.0,66500.0,22250.0,11350.0,9802.0,6560.0
2017-06-28,7530.0,12350.0,74000.0,53578.0,10700.0,367500.0,192000.0,74100.0,182000.0,3345.0,363000.0,9050.0,81800.0,754.0,4140.0,66800.0,21950.0,11500.0,9899.0,6640.0
2017-06-29,7430.0,12450.0,73400.0,52032.0,10950.0,367000.0,187500.0,74200.0,179000.0,3370.0,361500.0,9050.0,81800.0,757.0,4325.0,68800.0,22500.0,11700.0,9948.0,6660.0
2017-06-30,7490.0,12600.0,74200.0,52032.0,10950.0,367500.0,189500.0,73600.0,180500.0,3400.0,361500.0,9120.0,82000.0,750.0,4310.0,68000.0,22500.0,11800.0,9899.0,6560.0
2017-07-03,7500.0,12400.0,73500.0,50899.0,10750.0,366000.0,191000.0,73400.0,182500.0,3365.0,361500.0,9110.0,83200.0,746.0,4260.0,70300.0,21850.0,11500.0,9948.0,6520.0
2017-07-04,7450.0,12000.0,70300.0,51775.0,10800.0,369500.0,193000.0,72300.0,181500.0,3345.0,358500.0,9060.0,83100.0,741.0,4270.0,70800.0,21750.0,11450.0,9753.0,6430.0
2017-07-05,7350.0,12300.0,70600.0,51775.0,10800.0,369000.0,191000.0,72500.0,180000.0,3330.0,354500.0,8950.0,82700.0,741.0,4320.0,71200.0,21950.0,11500.0,9753.0,6600.0
2017-07-06,7350.0,12250.0,69600.0,51208.0,10800.0,368500.0,188500.0,72200.0,180000.0,3335.0,360000.0,9000.0,83200.0,758.0,4295.0,71600.0,22200.0,11350.0,9734.0,6700.0
2017-07-07,7430.0,12000.0,69900.0,51259.0,10850.0,368000.0,191000.0,72200.0,181000.0,3290.0,357000.0,8930.0,83500.0,769.0,4290.0,73100.0,21600.0,11400.0,9675.0,6650.0
2017-07-10,7500.0,11250.0,69600.0,51517.0,10800.0,367000.0,188500.0,70400.0,178500.0,3250.0,352500.0,8840.0,84100.0,768.0,4270.0,75600.0,21500.0,11650.0,9617.0,6510.0
2017-07-11,7550.0,11700.0,67900.0,51466.0,11000.0,369500.0,190000.0,67800.0,178500.0,3270.0,350500.0,8730.0,84800.0,767.0,4320.0,77200.0,20800.0,11700.0,9607.0,6640.0
2017-07-12,7500.0,11900.0,69100.0,51105.0,10950.0,369500.0,190500.0,67300.0,179000.0,3275.0,355500.0,8700.0,84600.0,760.0,4260.0,78000.0,21300.0,11650.0,9558.0,6690.0
2017-07-13,7510.0,11750.0,68400.0,51002.0,10700.0,369500.0,188000.0,67400.0,178500.0,3270.0,355000.0,8690.0,84600.0,765.0,4320.0,78600.0,21800.0,11600.0,9500.0,6790.0
2017-07-14,7560.0,11500.0,68200.0,49972.0,10850.0,369000.0,191500.0,67600.0,180000.0,3260.0,356000.0,8630.0,84600.0,758.0,4240.0,78400.0,21350.0,11800.0,9353.0,6600.0
2017-07-17,7600.0,11800.0,69000.0,48426.0,10700.0,369000.0,193500.0,68700.0,180000.0,3270.0,355500.0,8630.0,86900.0,781.0,4245.0,80000.0,21550.0,11800.0,9392.0,6530.0
2017-07-18,7490.0,11600.0,69800.0,48323.0,10800.0,367000.0,196000.0,70100.0,184000.0,3250.0,352500.0,8590.0,87000.0,773.0,4120.0,79700.0,21450.0,11800.0,9402.0,6480.0
2017-07-19,7420.0,11450.0,70500.0,49096.0,10700.0,367500.0,196500.0,69200.0,181000.0,3345.0,355000.0,8730.0,87300.0,770.0,4135.0,80100.0,21700.0,11650.0,9617.0,6590.0
2017-07-20,7370.0,11200.0,70600.0,48735.0,10850.0,366000.0,196500.0,70000.0,178500.0,3340.0,353500.0,8720.0,87000.0,777.0,4190.0,79000.0,21900.0,11900.0,9724.0,6570.0
2017-07-21,7270.0,11200.0,71100.0,48735.0,11050.0,364000.0,193000.0,70900.0,176000.0,3300.0,355000.0,8620.0,87000.0,772.0,4270.0,80500.0,21350.0,12200.0,9802.0,6630.0
2017-07-24,7150.0,10450.0,70500.0,49147.0,11250.0,360500.0,194500.0,71700.0,179500.0,3300.0,362500.0,8580.0,86600.0,758.0,4220.0,81200.0,21100.0,12100.0,9470.0,6720.0
2017-07-25,7090.0,10200.0,71100.0,48787.0,11200.0,360000.0,196500.0,71100.0,180000.0,3280.0,366500.0,8530.0,87900.0,755.0,4205.0,80200.0,20700.0,11950.0,9402.0,6510.0
2017-07-26,7000.0,10450.0,69800.0,48684.0,11100.0,359500.0,199000.0,71500.0,181000.0,3240.0,366000.0,8580.0,89300.0,751.0,4200.0,80300.0,19400.0,11800.0,9431.0,6650.0
2017-07-27,6910.0,10400.0,71200.0,48838.0,11050.0,361500.0,198000.0,70600.0,183500.0,3285.0,368500.0,8610.0,89800.0,758.0,4175.0,81000.0,19600.0,11750.0,9490.0,6750.0
2017-07-28,6950.0,10100.0,71400.0,48220.0,10850.0,360000.0,197000.0,70800.0,184000.0,3265.0,367500.0,8850.0,90000.0,748.0,3955.0,80900.0,19150.0,11600.0,9382.0,6640.0
2017-07-31,6950.0,10100.0,71700.0,47602.0,11300.0,356500.0,194000.0,69300.0,186500.0,3245.0,370000.0,8710.0,90100.0,743.0,4000.0,80100.0,19150.0,11950.0,9295.0,6390.0
2017-08-01,7080.0,10800.0,73200.0,47344.0,11550.0,355500.0,193500.0,67900.0,183500.0,3235.0,371500.0,8720.0,89700.0,745.0,4035.0,83400.0,19050.0,11850.0,9441.0,6370.0
2017-08-02,7160.0,10750.0,73800.0,47602.0,11300.0,355000.0,191000.0,68400.0,181000.0,3260.0,367000.0,8650.0,90100.0,746.0,4035.0,83800.0,19100.0,11850.0,9402.0,6400.0
2017-08-03,7200.0,10850.0,73200.0,44253.0,11050.0,348500.0,186000.0,67100.0,182000.0,3230.0,356000.0,8640.0,90400.0,732.0,3870.0,83700.0,18100.0,11650.0,9217.0,6100.0
2017-08-04,7200.0,11250.0,74200.0,46417.0,11200.0,357000.0,186500.0,68600.0,185000.0,3200.0,354000.0,8720.0,88400.0,729.0,3920.0,81900.0,17950.0,11600.0,9334.0,6010.0
2017-08-07,7100.0,11400.0,73600.0,45902.0,11050.0,352000.0,188000.0,68200.0,180000.0,3205.0,357500.0,8650.0,88400.0,739.0,3890.0,83000.0,17550.0,11750.0,9324.0,6150.0
2017-08-08,7020.0,11600.0,73300.0,45593.0,10950.0,352500.0,188000.0,68000.0,172000.0,3215.0,360500.0,8530.0,88300.0,735.0,3880.0,81900.0,17700.0,11800.0,9285.0,6140.0
2017-08-09,7030.0,11350.0,73300.0,44562.0,10800.0,349000.0,185500.0,68500.0,171000.0,3210.0,359000.0,8540.0,86000.0,727.0,3800.0,81500.0,17300.0,11900.0,9139.0,6000.0
2017-08-10,7020.0,11300.0,73300.0,46211.0,10850.0,349500.0,183000.0,68500.0,174000.0,3160.0,356500.0,8620.0,87400.0,723.0,3750.0,81400.0,17200.0,11700.0,8924.0,5930.0
2017-08-11,7120.0,11350.0,73100.0,44356.0,10700.0,345500.0,176500.0,61900.0,168500.0,3070.0,360000.0,8470.0,85000.0,706.0,3645.0,80100.0,16600.0,11500.0,8749.0,5680.0
2017-08-14,7110.0,11050.0,72900.0,44717.0,10900.0,348000.0,176500.0,59900.0,169000.0,3050.0,360000.0,8300.0,85200.0,717.0,3680.0,79000.0,16900.0,11650.0,8661.0,5670.0
2017-08-16,7000.0,11150.0,72700.0,45850.0,10950.0,346000.0,173500.0,60000.0,169500.0,3125.0,360000.0,8130.0,85000.0,723.0,3755.0,80000.0,16300.0,11500.0,8602.0,5810.0
2017-08-17,7000.0,11150.0,72400.0,45747.0,10750.0,346000.0,175000.0,59900.0,171500.0,3160.0,358500.0,8350.0,84900.0,729.0,3825.0,81000.0,17350.0,11500.0,8602.0,5920.0
2017-08-18,7020.0,10850.0,72100.0,46520.0,10650.0,347500.0,173000.0,60500.0,170000.0,3180.0,355000.0,8350.0,84700.0,734.0,3850.0,78800.0,16800.0,11450.0,8553.0,5850.0
2017-08-21,7020.0,10550.0,71200.0,45696.0,10350.0,345000.0,173000.0,62000.0,168500.0,3180.0,353000.0,8250.0,84600.0,730.0,3780.0,77000.0,16450.0,11350.0,8544.0,5920.0
2017-08-22,7000.0,10650.0,71200.0,45747.0,10350.0,340000.0,170500.0,62900.0,168500.0,3180.0,350500.0,8250.0,84500.0,734.0,3890.0,78000.0,16350.0,11300.0,8349.0,5960.0
2017-08-23,7030.0,10450.0,70700.0,46211.0,10250.0,340500.0,170000.0,62600.0,167500.0,3155.0,349500.0,8280.0,85100.0,741.0,3855.0,77800.0,16350.0,11200.0,8144.0,5910.0
2017-08-24,7000.0,10550.0,70800.0,46005.0,9990.0,340500.0,173000.0,65000.0,167000.0,3195.0,352500.0,8230.0,85200.0,739.0,3865.0,79300.0,16000.0,10900.0,8095.0,5920.0
2017-08-25,7040.0,10500.0,70200.0,46571.0,10100.0,340500.0,174500.0,64700.0,165500.0,3165.0,353000.0,8180.0,85200.0,740.0,3855.0,80800.0,16200.0,11250.0,8290.0,5970.0
2017-08-28,6990.0,10850.0,70100.0,46829.0,10150.0,340000.0,178000.0,65600.0,167000.0,3190.0,359000.0,8340.0,84500.0,740.0,3835.0,78100.0,16100.0,11450.0,8349.0,6040.0
2017-08-29,6940.0,10750.0,70100.0,46314.0,10100.0,340000.0,177000.0,64900.0,166500.0,3185.0,358000.0,8390.0,84100.0,733.0,3830.0,77600.0,15750.0,11450.0,8280.0,6020.0
2017-08-30,7000.0,11300.0,68900.0,46108.0,10050.0,336000.0,177500.0,64200.0,170000.0,3160.0,359500.0,8550.0,83400.0,736.0,3850.0,76700.0,16200.0,11200.0,8193.0,6130.0
2017-08-31,7150.0,11100.0,70200.0,46984.0,9860.0,337000.0,177000.0,65400.0,169000.0,3150.0,362500.0,8400.0,83600.0,733.0,3845.0,75200.0,15950.0,11000.0,8310.0,6150.0
2017-09-01,7210.0,11450.0,69200.0,45129.0,10150.0,338000.0,176000.0,66800.0,166000.0,3170.0,354500.0,8430.0,82000.0,732.0,3830.0,74000.0,16150.0,11100.0,8553.0,6030.0
2017-09-04,7250.0,11400.0,67900.0,44665.0,9960.0,340500.0,173500.0,63300.0,165000.0,3145.0,349000.0,8300.0,82100.0,724.0,3750.0,72300.0,15650.0,10900.0,8544.0,5960.0
2017-09-05,7240.0,11450.0,67800.0,44820.0,9660.0,341000.0,171500.0,62500.0,166500.0,3120.0,348500.0,8200.0,81700.0,726.0,3700.0,71200.0,15400.0,10150.0,8475.0,5830.0
2017-09-06,7360.0,11450.0,67600.0,44562.0,9510.0,335000.0,171000.0,61500.0,166000.0,3115.0,346000.0,8200.0,81700.0,722.0,3660.0,70000.0,15800.0,9970.0,8573.0,5800.0
2017-09-07,7440.0,11350.0,69500.0,44253.0,9680.0,336000.0,171500.0,61900.0,166500.0,3080.0,350000.0,8350.0,81700.0,732.0,3745.0,70700.0,14300.0,10300.0,8466.0,5810.0
2017-09-08,7490.0,11200.0,68900.0,43274.0,9590.0,330500.0,171500.0,62000.0,166000.0,3085.0,349500.0,8150.0,81600.0,724.0,3740.0,72500.0,14250.0,10200.0,8212.0,5690.0
2017-09-11,7400.0,11000.0,68500.0,44974.0,9650.0,327000.0,177500.0,61700.0,167500.0,3075.0,352500.0,8140.0,81500.0,732.0,3745.0,71600.0,15000.0,10150.0,8232.0,5650.0
2017-09-12,7330.0,11150.0,69100.0,44305.0,9840.0,327000.0,175000.0,61700.0,166000.0,3110.0,352500.0,8150.0,81500.0,736.0,3745.0,72000.0,15000.0,10250.0,8193.0,5720.0
2017-09-13,7240.0,11100.0,70000.0,43429.0,9780.0,324500.0,172000.0,60200.0,164500.0,3065.0,346500.0,8110.0,81000.0,749.0,3670.0,69900.0,15500.0,10250.0,8183.0,5580.0
2017-09-14,7250.0,11250.0,70200.0,43068.0,9960.0,325000.0,172500.0,61700.0,163500.0,3065.0,345500.0,8220.0,80200.0,790.0,3670.0,71000.0,15650.0,10200.0,8154.0,5480.0
2017-09-15,7270.0,12300.0,69100.0,42399.0,9970.0,326500.0,178000.0,63100.0,162500.0,3060.0,350500.0,8140.0,80100.0,817.0,3615.0,71400.0,15350.0,10450.0,8154.0,5410.0
2017-09-18,7410.0,12500.0,69400.0,42656.0,10200.0,326500.0,176500.0,68200.0,161500.0,3075.0,350500.0,8150.0,79200.0,839.0,3775.0,72400.0,14950.0,10650.0,7920.0,5430.0
2017-09-19,7780.0,13350.0,68900.0,43017.0,10150.0,327000.0,176000.0,67500.0,162000.0,3095.0,350500.0,8040.0,79500.0,827.0,3770.0,71200.0,14950.0,10550.0,7939.0,5580.0
2017-09-20,7730.0,13300.0,67600.0,41162.0,10100.0,326000.0,174000.0,67700.0,159500.0,3090.0,350500.0,7980.0,79600.0,856.0,3700.0,70900.0,14750.0,10700.0,7968.0,5440.0
2017-09-21,7650.0,12850.0,64500.0,41162.0,10300.0,320500.0,173500.0,64800.0,157000.0,3030.0,350000.0,7860.0,80400.0,818.0,3640.0,70600.0,14950.0,10750.0,7910.0,5320.0
2017-09-22,7500.0,12700.0,65000.0,40544.0,10250.0,319000.0,167500.0,62800.0,157000.0,2940.0,355000.0,7690.0,78600.0,833.0,3550.0,73800.0,14450.0,10700.0,7793.0,5220.0
2017-09-25,7400.0,12550.0,63600.0,39359.0,10050.0,312500.0,161000.0,62400.0,152000.0,2880.0,347500.0,7120.0,77700.0,835.0,3360.0,73200.0,14000.0,10550.0,7412.0,4950.0
2017-09-26,7470.0,12850.0,64200.0,41008.0,10050.0,316000.0,164500.0,62400.0,154000.0,2890.0,350000.0,7120.0,77700.0,829.0,3345.0,73600.0,14450.0,10300.0,7451.0,5030.0
2017-09-27,7400.0,12650.0,65700.0,41162.0,9840.0,320000.0,167000.0,64100.0,160000.0,2910.0,353000.0,7020.0,79400.0,843.0,3350.0,71700.0,14900.0,10150.0,7403.0,5160.0
2017-09-28,7470.0,12650.0,65300.0,40905.0,10100.0,323000.0,169000.0,63200.0,160000.0,2935.0,350500.0,7130.0,79300.0,845.0,3390.0,73500.0,14750.0,10350.0,7490.0,5080.0
2017-09-29,7520.0,13050.0,64900.0,42759.0,10000.0,316500.0,170500.0,64400.0,163500.0,2915.0,354500.0,7180.0,80000.0,870.0,3440.0,73000.0,15300.0,10500.0,7656.0,5160.0
2017-10-10,7400.0,13450.0,64800.0,43738.0,10100.0,326500.0,167000.0,65100.0,166500.0,2870.0,358500.0,7140.0,79800.0,890.0,3460.0,74700.0,15050.0,10650.0,7510.0,5190.0
2017-10-11,7430.0,13450.0,64800.0,43583.0,10150.0,326000.0,166500.0,65000.0,166500.0,2865.0,354000.0,7260.0,80000.0,901.0,3460.0,74100.0,14550.0,10600.0,7520.0,5310.0
2017-10-12,7360.0,13950.0,64300.0,42244.0,10300.0,325000.0,169000.0,64100.0,165500.0,2875.0,365000.0,7250.0,80900.0,899.0,3570.0,76900.0,14800.0,10550.0,7685.0,5290.0
2017-10-13,7380.0,13550.0,62200.0,44305.0,10300.0,319500.0,173000.0,63500.0,164000.0,2885.0,367000.0,7160.0,81000.0,870.0,3565.0,76100.0,14350.0,10600.0,7598.0,5210.0
2017-10-16,7450.0,13200.0,62600.0,45026.0,10250.0,318500.0,176000.0,68400.0,164000.0,2860.0,370500.0,7420.0,80200.0,873.0,3550.0,76300.0,13900.0,10650.0,7627.0,5200.0
2017-10-17,7360.0,12850.0,62500.0,46108.0,10100.0,324000.0,180000.0,68000.0,162000.0,2830.0,372000.0,7320.0,80200.0,874.0,3550.0,76800.0,14900.0,10450.0,7607.0,5240.0
2017-10-18,7350.0,12650.0,64200.0,44408.0,9870.0,318000.0,180000.0,69600.0,161500.0,2805.0,374000.0,7270.0,80500.0,852.0,3490.0,74200.0,14650.0,10200.0,7607.0,5450.0
2017-10-19,7300.0,12600.0,65000.0,43583.0,9990.0,320000.0,179500.0,69700.0,162500.0,2810.0,377000.0,7220.0,81000.0,825.0,3465.0,74500.0,14450.0,10350.0,7637.0,5300.0
2017-10-20,7160.0,12750.0,63800.0,43377.0,9980.0,320000.0,178500.0,68600.0,163000.0,2825.0,376500.0,7120.0,81200.0,801.0,3470.0,75300.0,15100.0,10300.0,7617.0,5270.0
2017-10-23,7260.0,12750.0,63100.0,42502.0,9880.0,320000.0,176500.0,69000.0,161500.0,2910.0,370000.0,7050.0,79800.0,816.0,3440.0,74500.0,15300.0,10200.0,7627.0,5320.0
2017-10-24,7280.0,12450.0,66100.0,43738.0,9900.0,319500.0,179000.0,68500.0,161000.0,2900.0,371500.0,7020.0,81200.0,802.0,3405.0,74000.0,14950.0,10300.0,7627.0,5310.0
2017-10-25,7160.0,12100.0,67300.0,43893.0,9940.0,320000.0,178500.0,68600.0,157500.0,2880.0,369000.0,7010.0,81200.0,811.0,3470.0,75400.0,14900.0,10350.0,7685.0,5410.0
2017-10-26,7080.0,12200.0,69400.0,42399.0,9980.0,320000.0,189000.0,70000.0,160500.0,2900.0,372000.0,6980.0,81200.0,790.0,3420.0,74700.0,14900.0,10250.0,7880.0,5350.0
2017-10-27,7100.0,12200.0,67500.0,40750.0,9950.0,320000.0,187000.0,68500.0,161000.0,2925.0,366500.0,7080.0,81500.0,799.0,3500.0,75300.0,14550.0,10200.0,7998.0,5360.0
2017-10-30,7030.0,12100.0,67100.0,40750.0,9950.0,321500.0,182000.0,68500.0,158000.0,2925.0,361000.0,7220.0,81600.0,786.0,3450.0,72600.0,14450.0,10400.0,8144.0,5490.0
2017-10-31,7330.0,12950.0,67300.0,40750.0,9940.0,320000.0,186500.0,69600.0,157000.0,2905.0,366000.0,7310.0,81000.0,785.0,3495.0,70500.0,14300.0,10450.0,8271.0,5520.0
2017-11-01,7420.0,14650.0,66000.0,40750.0,9900.0,320000.0,187500.0,68300.0,155500.0,2885.0,358500.0,7120.0,81400.0,782.0,3570.0,70400.0,14300.0,10300.0,8427.0,5540.0
2017-11-02,7460.0,14600.0,65400.0,40750.0,9390.0,320000.0,187500.0,67000.0,154500.0,2950.0,356500.0,6980.0,81700.0,784.0,3530.0,69800.0,14250.0,10100.0,8417.0,5420.0
2017-11-03,7420.0,14600.0,64500.0,40750.0,9390.0,319000.0,195000.0,67500.0,157500.0,2930.0,373500.0,6980.0,81200.0,765.0,3565.0,70400.0,14350.0,10200.0,8388.0,5700.0
2017-11-06,7320.0,14750.0,64100.0,40750.0,9320.0,321000.0,194500.0,68300.0,157000.0,2905.0,373500.0,6810.0,81900.0,768.0,3500.0,69900.0,14250.0,10100.0,8251.0,5810.0
2017-11-07,7380.0,14900.0,64100.0,40750.0,9390.0,319500.0,191500.0,68000.0,158500.0,2955.0,370500.0,6710.0,87500.0,788.0,3530.0,68800.0,13950.0,10000.0,8241.0,5880.0
2017-11-08,7420.0,15100.0,64300.0,40750.0,9300.0,320000.0,193500.0,68500.0,156500.0,2970.0,372500.0,6730.0,84000.0,800.0,3510.0,69100.0,14450.0,9810.0,8212.0,5780.0
2017-11-09,7380.0,15150.0,64600.0,40750.0,9280.0,323000.0,196500.0,67400.0,154000.0,3050.0,400000.0,6790.0,84500.0,805.0,3480.0,68700.0,14700.0,9360.0,8105.0,5710.0
2017-11-10,7500.0,15450.0,66300.0,40750.0,9310.0,322500.0,197500.0,73600.0,151500.0,3055.0,399500.0,6800.0,83400.0,800.0,3490.0,68200.0,14550.0,9420.0,8105.0,5660.0
2017-11-13,7450.0,15600.0,66900.0,40750.0,9100.0,324000.0,201500.0,75500.0,153000.0,3060.0,391500.0,6730.0,81500.0,800.0,3585.0,68000.0,14300.0,9220.0,8017.0,5820.0
