거점ID,전기차 여부,주소,거점명
1161,TO,서울 강동구 성내동 57-12,천호역
626,GA,서울 마포구 신수동 63-18,서강대
456,GA,서울 강동구 명일동 312-250,명일역
963,TO,서울 영등포구 영등포동4가 442-2,영등포 타임스퀘어 옆
136,TO,서울 강서구 화곡8동 890,곰달래문화복지관
2341,GA,서울 용산구 한남동 628-1,용산 한남오거리
2294,GA,서울 양천구 신정동 1056,신정4동 노상공영주차장
2426,GA,서울 서초구 반포동 49-8,반포미도아파트앞 공영
606,GA,서울 중랑구 상봉동 83-1,상봉터미널
1858,GA,서울 용산구 이촌동 411,동아그린아파트
1286,TO,서울 중랑구 묵동 28,화랑대역
1159,GA,서울 강동구 천호동 361,천호공원 앞
391,GA,서울 도봉구 방학동 717-6,롯데마트 VIC도봉점
1116,GA,서울 종로구 인의동 112-14,종로4가교차로
667,GA,서울 성동구 마장동 474-1,서울시설관리공단 교차로
2501,GA,서울 도봉구 쌍문동 422-14,덕성여대 정문 앞
1032,TO,서울 은평구 응암동 96-1,은평구청입구 교차로
264,GA,서울 동작구 노량진1동 59-35,노량진역
2577,GA,서울 은평구 역촌동 12-43,구산역 2번출구
2543,GA,서울 동작구 상도동 279-228,상도그레이스빌
345,GA,서울 금천구 독산동 1081-4,독산역
308,GA,서울 강남구 세곡동 517,대왕초등학교
898,GA,서울 서초구 양재동 301-6,양재 구룡공영주차장
915,GA,서울 영등포구 양평동2가 40-9,양평역 2번출구
186,TO,서울 구로구 구로동 810-3,구로디지털역 공영주차장
1115,TO,서울 종로구 종로4가 32-7,종로3가역
705,GA,서울 강남구 역삼동 683-34,선릉역 7번출구(디캠프)
1219,GA,서울 노원구 중계동 413-19,하이마트 중계점
1835,GA,서울 서초구 서초동 1303-1,GS칼텍스 삼방
1261,GA,서울 양천구 목동 919-7,홈플러스 목동점
1988,GA,서울 양천구 목동 951,목동금호어울림아파트
2496,GA,서울 강남구 역삼동 679,GS칼텍스 소매영업본부
2530,GA,서울 서대문구 홍제동 278-56 앞,문화촌어린이공원
70,GA,서울 강남구 논현동 7-18,강남을지병원앞사거리
771,GA,서울 동대문구 회기동 65-44,시조사삼거리
405,GA,서울 송파구 신천동 29,롯데월드타워
2570,GA,서울 동대문구 장안동 291-18,장안동 삼화에코빌3차
2242,GA,서울 구로구 고척동 264-31,고척근린공원
2373,GA,서울 중구 봉래동1가 5-36,태평로 우체국
856,GA,서울 송파구 잠실동 205-19,잠실새내역 3번출구
1072,GA,서울 송파구 잠실동 230-2,잠실본동 주민센터 앞
730,GA,서울 성북구 동소문동5가 118,성신여대역
2280,GA,서울 동대문구 청량리동 51-2,서울성심병원 뒤
2058,GA,서울 강동구 성내동 25-1,천호역 이안강동주상복합
94,EV,서울 강동구 강일동 376-60,강일리버파크5단지
851,GA,서울 강서구 화곡동 872-36,신정초교 앞
671,GA,서울 도봉구 창3동 504-21,서울신화초등학교
516,GA,서울 도봉구 방학1동 691-7,방학동 신한은행
976,GA,서울 구로구 오류동 47-1,오류동역 3번출구(삼익쇼핑센터)
458,GA,서울 서대문구 남가좌동 50-3,명지대
81,GA,서울 강동구 천호동 167-195,강동역 1번출구
19,GA,서울 강서구 가양동 151-1,SK주유소 가양점
634,GA,서울 서대문구 홍은동 428-1,서대문구청사거리
1923,EV,서울 서초구 방배4동 852-12,방배4동 주민센터
740,GA,서울 송파구 삼전동 62-2,송파구민회관
2423,GA,서울 마포구 상암동 1610-1  ,상암 임시공영주차장
992,GA,서울 성동구 상왕십리동 95,왕십리 텐즈힐몰
203,GA,서울 광진구 자양동 680-2,구의역 4번출구
2102,GA,서울 강남구 논현동 40,학동공원 앞
133,GA,서울 구로구 고척동 52-54,고척시장
2488,GA,서울 서초구 잠원동 70,뉴코아아울렛 강남점
794,GA,서울 동작구 상도3동 324-1,신대방삼거리역 1번출구
152,GA,서울 관악구 신림동 209-1,관악문화관도서관
2345,GA,서울 서대문구 홍제동 332-12,홍제역 4번출구
1033,GA,서울 은평구 녹번동 85-4,은평문화예술회관
1855,GA,서울 동대문구 답십리동 80,답십리청솔우성아파트
2313,GA,서울 성북구 정릉동 408-13,정릉동
1056,GA,서울 용산구 한남동 737-37  ,이태원역 2번출구
254,GA,서울 서초구 서초동 1600-2,남부터미널역 6번출구(담이주차장)
669,GA,서울 중구 서소문동 37,서울시청 서소문청사
1912,GA,서울 중구 만리동2가 6-5,서울역 손기정체육공원
205,GA,서울 강남구 역삼동 648-19,국기원입구사거리
1028,GA,서울 관악구 봉천동 42-1,은천삼거리
2094,GA,서울 마포구 공덕동 473,공덕역 3번출구
2227,GA,서울 서초구 서초동 1680-1,롯데렌터카 서초지점
1059,GA,서울 종로구 이화동 215,이화사거리
965,TO,서울 영등포구 당산동3가 370-3,영등포구청역
1869,GA,서울 중랑구 면목동 1511,면목 두산3단지아파트
545,GA,서울 관악구 봉천동 1537-3,봉천동
1079,GA,서울 동대문구 장안동 458-8,장안동
1914,GA,서울 영등포구 문래동 6가 10,GS강서타워
2001,GA,서울 강남구 역삼동 725-6,역삼역 1번출구(스타뷰빌라)
1271,GA,서울 마포구 서교동 460-32,홍대입구역
759,GA,서울 용산구 청파동3가 115-21,숙명여대
800,TO,서울 관악구 신림동 516,신대방역 1번출구
2486,GA,서울 서초구 서초동 1593-7,남부터미널역 6번출구(서초이오빌)
102,GA,서울 성북구 안암동5가 12-128,개운사(고려대)
761,GA,서울 동작구 상도동 511,숭실대학교
376,EV,서울 강동구 둔촌동 555,둔촌신동아파밀리에아파트
2560,GA,서울 강서구 등촌동 664-12,등촌동 청림빌딩
986,GA,서울 성동구 옥수동 377-5 앞,옥수역
279,GA,서울 서초구 반포동 707,논현역 3번출구
1940,GA,서울 구로구 구로동 197-5,구로디지털단지(삼성IT밸리)
693,GA,서울 서초구 서초동 1561-9,서초역
2288,GA,서울 성동구 성수동2가 840,대명 루첸아파트 상가동
2253,GA,서울 은평구 진관동 6,상림마을은평뉴타운4단지 아파트
417,GA,서울 송파구 마천동 214,마천역(1공영)
284,GA,서울 동대문구 답십리동 530-8,답십리역 1번출구
43,EV,서울 금천구 가산동 148-28,가산동 공영주차장
2456,GA,서울 영등포구 당산동3가 560,영등포구청별관(영등포구청역 3번출구)
267,TO,서울 노원구 상계동 701-1,노원구청
2370,GA,서울 노원구 공릉2동 26-21,삼육대학교C
1224,TO,서울 강남구 대치동 514-1,학여울역
51,GA,서울 금천구 가산동 459-11,가산디지털단지역(제이플라츠)
803,GA,서울 구로구 구로동 2-11,신도림역
243,GA,서울 서대문구 남가좌동 232-3(64-8),남가좌동사거리
1142,GA,서울 강서구 가양동 1488-12,증미역
989,GA,서울 강동구 고덕동 300,온조대왕문화체육관 옆
189,GA,서울 구로구 구로동 586-9,구로역
2469,GA,서울 관악구 봉천동 870-13,서울대입구역 5번출구
400,GA,서울 중구 소공동 1,롯데백화점 본점
24,GA,서울 서초구 방배동 750-20,SK주유소 반포점
1981,GA,서울 마포구 서교동 371-10,메리골드호텔
858,GA,서울 서대문구 창천동 13-12,신촌 명물길
1819,GA,서울 관악구 봉천동 882-1,CU 서울대파인점
473,GA,서울 양천구 목동 908-26,목동체비지
583,GA,서울 강북구 미아동 777-18,삼양오거리
2323,GA,서울 양천구 목2동 532-18,서울양화초등학교 옆
981,GA,서울 구로구 오류1동 25-10,오류시장
520,GA,서울 강서구 방화동 484-17,방화사거리
1044,TO,서울 은평구 응암동 577-7,응암오거리
2544,GA,서울 금천구 시흥동 922-21,CU 시흥독산로점 옆
2440,GA,서울 서초구 반포동 743-19,신논현역 1번출구(친환경)
1037,GA,서울 중구 을지로2가 203,을지로3가역(파인애비뉴)
1151,GA,서울 도봉구 창동 330,창동역(서)(s)
399,TO,서울 강북구 미아4동 70-26,롯데백화점 미아
945,GA,서울 강남구 역삼동 718-11,역삼역 교차로
146,GA,서울 강서구 방화2동 612-18,공항시장역 1번출구
2151,GA,서울 은평구 갈현동 426-3,갈현제1동주민센터 옆
2357,GA,서울 관악구 신림동 1655-27,구로디지털단지입구교차로
2451,GA,서울 마포구 연남동 224-68,연남동 노상공영주차장
2141,GA,서울 용산구 갈월동 87-1,숙대입구역 7번출구
2308,GA,서울 영등포구 당산동3가 562,당산에스에이치빌
1145,EV,서울 은평구 진관동 223-27,진관동주민센터
720,GA,서울 마포구 성산동 199,성산2-1공영주차장
1188,GA,서울 노원구 공릉동 653-5,태릉사거리
511,GA,서울 송파구 방이동 52-1,방이공원
1251,GA,서울 종로구 동숭동 1-143,혜화역 2번출구
2205,GA,서울 영등포구 대림동 745-1,대림3동 공영주차장
61,GA,서울 강남구 역삼동 815,강남역 11번출구
1238,GA,서울 마포구 합정동 373-15,합정역 7번출구
142,GA,서울 마포구 신공덕동 171,공덕역 7번출구
437,GA,서울 마포구 망원동 397-5,망원정사거리
950,TO,서울 은평구 불광동 400-17,연광초교 지하 공영주차장
1214,GA,서울 도봉구 쌍문동 701,하이마트 쌍문점
2006,GA,서울 성동구 도선동 58-1,왕십리역 1번출구(코스모타워)
236,TO,서울 관악구 봉천동 1677-10,행운동 제1공영주차장
908,GA,서울 양천구 신정동 322-3,양천경찰서
845,GA,서울 양천구 신정동 1146,신정네거리역
781,GA,서울 중랑구 신내동 786,신내동(동성프라자)
2273,EV,서울 관악구 봉천동 1728,관악파크푸르지오
644,GA,서울 성동구 성수동2가 329-2,경수중학교 앞
104,GA,서울 강남구 개포동 1176-3,개포동(명일주차장)
79,GA,서울 강동구 상일동 477,강동아트센터
450,GA,서울 중랑구 면목동 193-1,면목한신아파트
91,GA,서울 강동구 강일동 292-2,강일동
2388,GA,서울 강서구 마곡동 759-1,마곡 더랜드타워
2514,GA,서울 영등포구 여의도동 28-3,여의도 메리어트호텔
991,GA,서울 은평구 증산동 160-11,와산교 앞
174,GA,서울 구로구 구로동 102,구로 아트밸리
2278,GA,서울 금천구 가산동 505-1,가산디지털단지 노상주차장
1864,GA,서울 마포구 동교동 166-15,롯데렌터카 마포지점(홍대입구역 8번출구)
1899,GA,서울 마포구 염리동 519,염리 삼성아파트 제2아파트
2352,GA,서울 광진구 자양동 9-4,건대입구역 6번출구
2263,GA,서울 관악구 봉천동 715-88,봉천동 유케이타운빌라
263,GA,서울 동작구 노량진2동 270-3,노량진2동
312,GA,서울 강남구 대치동 980-9,대치2동 주민센터
1280,GA,서울 강서구 화곡동 46-127,화곡본동 주민센터 옆
292,GA,서울 영등포구 당산동5가 11-34,당산역 10번출구
500,GA,서울 서초구 잠원동 75-13,반포
2117,EV,서울 마포구 합정동 472,합정역 8번출구(마포한강푸르지오)
758,GA,서울 용산구 남영동 120-2,숙대입구역 6번출구
1906,GA,서울 중랑구 중화1동 29-2,중화역 2번출구
2150,GA,서울 은평구 응암동 122-4,응암역 4번출구
689,GA,서울 중랑구 면목동 42-58,서일대 앞
58,GA,서울 강남구 논현동 241-8,강남구청역 2번출구
941,GA,서울 강남구 역삼동 626-23,역삼역 6번출구(우진카인테리어)
515,GA,서울 도봉구 방학2동 632-1,방학동 도깨비시장
984,GA,서울 양천구 목동 405-268,오목교역 7번출구
1976,GA,서울 마포구 동교동 161-2,홍대입구역교차로
2182,GA,서울 중구 초동 17-1,을지로3가역 8번출구
1240,GA,서울 마포구 서교동 490,합정역 메세나폴리스
486,GA,서울 송파구 문정동 19,문정푸르지오2차아파트
2142,GA,서울 서대문구 홍제동 342,홍제중앙하이츠아파트 앞
1304,GA,서울 동작구 흑석동 95-7,흑석동
954,GA,서울 은평구 불광동 311-13,연신내역 2번출구
2124,GA,서울 서초구 반포동 74-7,반포4동 주민센터
352,GA,서울 성북구 석관동 245-4,돌곶이역
330,GA,서울 강남구 신사동 627-6,도산공원 앞
2243,GA,서울 구로구 개봉동 134-8,개봉1동주민센터 옆(공영주차장)
310,GA,서울 강남구 개포동 13-2,대청역
1285,GA,서울 강서구 화곡동 370-63,화곡중앙 골목시장 앞
742,GA,서울 송파구 송파동 128,송파초교 앞
2519,GA,서울 강서구 마곡동 797-4,발산역 9번출구
1295,GA,서울 동대문구 휘경동 183-113,회기역 1번출구
116,GA,서울 송파구 문정동 82-13,건영아파트사거리
1095,GA,서울 동대문구 전농동 103-106,전농동CNH홈
2,GA,서울 강동구 천호동 563,2001아울렛 천호점
2310,GA,서울 마포구 노고산동 1-50,이대역 6번출구(우리마포복지관)
600,GA,서울 동작구 상도동 29-87,상도역
995,GA,서울 성동구 행당동 4-12,왕십리역(비트플렉스)
1090,GA,서울 동대문구 장안동 431-4,장한평역 2번출구(동대문 소방서)
608,GA,서울 마포구 상암동 1597,상암 사보이시티DMC
1989,GA,서울 은평구 진관동 7,은평뉴타운구파발9단지래미안아파트
2010,GA,서울 은평구 진관동 101,은평뉴타운박석고개12단지
890,GA,서울 강남구 신사동 610-5 앞,압구정역
97,GA,서울 구로구 개봉동 403-45,개봉2동 주민센터 옆
2163,TO,서울 동대문구 장안동 300,장안동 근린공원
894,GA,서울 마포구 공덕동 105-92,애오개역 4번출구
2441,GA,서울 구로구 구로동 94-1,대림역 4번출구(AJ구로점)
1243,GA,서울 성북구 길음동 20-1,현대백화점 미아점
873,GA,서울 도봉구 쌍문3동 315-62,쌍문역 4번출구
1094,GA,서울 동대문구 전농동 60-31,전농동 사거리
1191,GA,서울 노원구 공릉동 661-16,태릉입구역 5번출구(동명빌딩)
238,GA,서울 종로구 낙원동 254-4,낙원상가
2407,GA,서울 서대문구 창천동 18-42,신촌역 4번출구
2444,GA,서울 관악구 신림동 1729,신대방역 제창그로힐아파트
248,GA,서울 금천구 시흥동 139-2,남부여성발전센터 옆
27,GA,서울 강북구 미아동 62-7,SK주유소 새한점(미아사거리역)
1227,GA,서울 용산구 보광동 242-1,한국폴리텍대학 정수캠퍼스 앞
2080,GA,서울 서대문구 연희동 522-2,연가교교차로 옆
2477,GA,서울 금천구 독산동 1040-60,푸른골 어린이공원 옆
1010,GA,서울 용산구 한강로3가 40-999  ,HDC아이파크몰(용산역)
2217,GA,서울 중랑구 면목동 548-24,면목동 유지빌
2067,GA,서울 용산구 보광동 259-1,기업은행보광동지점 옆
1206,GA,서울 구로구 가리봉동 1-11,하늘공원
1199,GA,서울 송파구 풍납동 154,풍납토성길
222,GA,서울 강동구 길동 392-6,길동역 2번출구
469,GA,서울 양천구 신정동 995-2,목동역 7번출구
787,GA,서울 중구 가산동 464-2,신당동 주민센터
435,TO,서울 마포구 망원동 403-2,망원역 망원시장
509,GA,서울 서초구 방배동 911-22,방배역 3번출구
540,GA,서울 성북구 보문동5가 145-4,보문역 7번출구
2296,GA,서울 관악구 신림동 306-65,삼성동 제2공영주차장
127,GA,서울 강동구 명일동 47-12,고덕역
2218,GA,"서울 광진구 자양동 589-5,6",자양동 지오빌
313,GA,서울 강남구 대치동 980-5,대치2동 주민센터 옆
2083,GA,서울 노원구 상계동 385-1,상계2동 주민센터
178,GA,서울 구로구 구로동 222-31,구로디지털단지
1946,GA,서울 강남구 삼성동142-43,선릉역 10번출구
910,GA,서울 양천구 신정동 321-3,양천구청 앞
2035,GA,서울 강서구 마곡동 768-2,마곡역 동익드미라벨
2013,GA,서울 양천구 신정동 872-5,SK주유소 경인점
2461,GA,서울 중구 만리동2가 218-126,만리동 예술인협동조합주택
813,GA,서울 관악구 신림동 1637-23,신림역 3번출구
1091,GA,서울 동대문구 장안동 443-16,장한평역 3번출구
427,GA,서울 마포구 마포동 180-1,마포역 4번출구
979,GA,서울 구로구 오류동 23-32,오류시장 옆
657,GA,서울 관악구 봉천동 862-1,롯데렌터카 관악영업소(서울대입구역 3번출구)
987,GA,서울 구로구 온수동 51-26,온수역
2318,GA,서울 강서구 화곡동 98-86,볏골공원 공영주차장
266,TO,서울 노원구 월계동 943,노원 세양청마루아파트
830,GA,서울 동대문구 신설동 96-10,예술의전당 앞
2229,GA,서울 강서구 마곡동 797-1,발산역 9번출구(퀸즈파크나인)
2336,GA,서울 서초구 우면동 689,삼성 서울R&D캠퍼스 C타워
2453,GA,서울 광진구 화양동 21-20,화양사거리 광진캠퍼스시티
929,GA,서울 영등포구 여의도동 40-3 여의도초등학교 정문 옆,여의나루역(4번출구 원효대교남단)
2109,GA,서울 관악구 신사동 507-24,GS칼텍스 대한통운신림
135,GA,서울 강서구 염창동 260-7,골든서울호텔
386,GA,서울 마포구 상암동 19-4,디지털미디어시티역 9번출구
2524,GA,서울 구로구 고척동 145-145,고척동 동호파크타운
900,GA,서울 서초구 양재동 90-2,양재동 카페거리
685,GA,서울 중랑구 면목동 181-132,서울중랑초등학교
707,GA,서울 영등포구 양평동3가 96-1,선유도역 6번출구
659,GA,서울 은평구 역촌동 산 31-1,서울서북병원
415,GA,서울 송파구 마천동 17-9,마천공원 옆
972,GA,서울 서초구 서초동 1464-16,예술의전당 앞
74,GA,서울 강동구 성내동 541-2,강동구 보건소
1096,GA,서울 동대문구 전농동 295-29,전농동사거리 옆
2390,GA,서울 마포구 성산동 232-13,스피드메이트 청기와2점
1917,GA,서울 관악구 남현동 1132,서울사당초등학교 뒤
774,GA,서울 금천구 시흥동 886-14,시흥사거리
1235,GA,서울 중랑구 상봉동 137-8,한인 S-Oil
670,GA,서울 마포구 공덕동 168,서울신용보증재단 본점
187,GA,서울 구로구 구로동 139-82,구로리공원
1009,GA,서울 용산구 한강로3가 14-1,용산역 3번출구
902,GA,서울 서초구 양재동 370-5,양재시민의숲역
1150,TO,서울 도봉구 창동 1-9,창동역 1번출구
83,GA,서울 광진구 구의동 599-4,강변역
837,GA,서울 양천구 신월동 411-1,신월4동(신월주차장)
2470,GA,서울 서초구 양재동 311,양재근린공원 공영주차장
567,TO,서울 서초구 방배동 506-9,사당역공영주차장
2355,GA,서울 영등포구 문래동3가 76-1,문래역 1번출구
2319,GA,서울 강서구 화곡동 662-15,강서가로공원 공영주차장
2201,TO,서울 성동구 사근동 223-22,사근동 주민센터
233,TO,서울 강서구 방화동 886,김포공항(스카이파크)
637,GA,서울 서대문구 냉천동 31 감리교신학대학,서대문역(감리신학대)
1195,GA,서울 강남구 삼성동 158-5,포스코사거리
2475,GA,서울 강서구 화곡동 1165-1,우장산역 2번출구 레이존
162,GA,서울 광진구 자양동 779-5,광진구청 옆
893,GA,서울 마포구 아현동 270-15,애오개역 2번출구
1952,GA,서울 서대문구 남가좌동 3-19,충암고등학교 뒤
211,GA,서울 강동구 천호동 34-6,굽은다리역 2번출구
2245,GA,서울 동대문구 전농동 688,전농동 래미안아름숲
2377,GA,서울 서대문구 홍은동 356-1,명지전문대학교
568,GA,서울 용산구 문배동 24-5,삼각지역(용산등기소)
2546,GA,서울 구로구 궁동 83-3,오류고등학교 옆
2471,GA,서울 강남구 삼성동 159-6,도심공항터미널
455,GA,서울 강동구 명일동 223-7,명일2동주민센터
1300,GA,서울 중구 회현동1가 165-1,회현역 3번출구
594,GA,서울 노원구 상계동 84-23 앞,상계역(3번출구 당고개오거리)
36,GA,서울 송파구 문정동 628,가든파이브
961,GA,서울 광진구 자양동 235-3,영동대교 북단
1264,GA,서울 관악구 남현동 612-51,홈플러스 서울남현점
2228,GA,서울 서초구 서초동 1338-12,뱅뱅사거리(한화생명)
559,GA,서울 중랑구 면목동 458-1,사가정역 북부
2371,GA,서울 마포구 동교동 160-5,롯데호텔L7 홍대
229,GA,서울 성북구 길음동 535-22,길음역 7번출구
88,GA,서울 강서구 화곡동 1112-10,강서구청
357,TO,서울 중구 을지로7가 2-1,동대문디자인플라자
287,GA,서울 노원구 상계동 111-549,당고개역 1번출구
2411,GA,서울 양천구 신정동 1018-3,법마을 공영주차장
286,GA,서울 노원구 상계동 140-340,당고개아래(s)
158,GA,서울 관악구 봉천동 961-15,관악우체국삼거리
1933,GA,서울 송파구 오금동 36-3,오금중학교 뒤
202,GA,서울 광진구 구의동 252-109,구의역 1번출구
323,GA,서울 강남구 대치동 924-10,도곡초등학교
2385,GA,서울 마포구 성산동 39-35,홍익대 제3기숙사
2472,GA,서울 마포구 상암동 1596,상암DMC 푸르지오시티
197,GA,서울 관악구 봉천동 492-26,구암초교 앞
1241,GA,서울 영등포구 신길동 812,해군회관앞
1877,GA,서울 동작구 상도동 455,상도래미안1차아파트
745,GA,서울 노원구 상계동 1115-18,수락산역 2번출구
631,GA,서울 마포구 서교동 374-13,서교동사거리
2249,GA,서울 구로구 천왕동 140-2,천왕이펜하우스 7단지
1882,EV,서울 성동구 행당동 376-1,서울숲행당푸르지오아파트
714,GA,서울 성동구 성수2가3동 280-17,성동세무서
1884,GA,서울 강동구 암사동 450-3,선사고등학교 옆
2036,GA,서울 강서구 화곡동 410-4,화곡 8-2공영주차장
1175,GA,서울 동작구 사당3동 산31-6,총신대학교
2149,GA,서울 은평구 불광1동 281-54,불광역 1번출구
291,GA,서울 영등포구 당산동5가 11-39,당산역
2340,GA,서울 성북구 정릉동 1028-4,서경대학교C
1128,GA,서울 노원구 상계동 770-2,중계역
392,GA,서울 영등포구 영등포동8가 62-1,롯데마트 VIC영등포점
920,GA,서울 강남구 청담동 15-18,언북초교
2233,GA,서울 강서구 가양동 1474,대림경동아파트
2436,GA,서울 성동구 사근동 110,한양대병원C
110,GA,서울 광진구 화양동 4-22,건국대 일감문
305,GA,서울 동작구 대방동 508,대방역 e편한세상1차
2185,GA,서울 강북구 미아동 2-1 101동 옆,미아동 어울림소공원 공영주차장
1051,TO,서울 서초구 방배동 493-5,이수역 6번출구
2126,GA,서울 강서구 마곡동 760-1,마곡나루역 1번출구(라마다앙코르호텔)
1813,GA,서울 영등포구 여의도동 31,여의도MBC 구사옥
1857,GA,서울 서대문구 냉천동 261,돈의문 센트레빌
196,GA,서울 은평구 구산동 1-1,구산역 3번출구
868,GA,서울 강서구 화곡동 931-11,신화곡 S-Oil
1023,GA,서울 성북구 하월곡동 227,월곡역 3번출구
145,GA,서울 강서구 방화동 620-191,공항시장역
1077,GA,서울 동대문구 장안동 286-9,장안2동 주민센터
13,TO,서울 금천구 독산동 1093,KT광명빌딩
1848,GA,서울 강동구 강일동 695,강일리버파크10단지
2011,GA,서울 은평구 진관동 13,은평뉴타운상림마을3단지
396,GA,서울 광진구 자양동 227-342,롯데백화점 건대스타시티
1153,GA,서울 마포구 창전동 148-1,창전동CNH홈
737,GA,서울 서초구 반포동 19-3,센트럴시티 타워주차장
362,GA,서울 종로구 숭인동 292-1,동묘앞역 4번출구
646,GA,서울 노원구 공릉동 461-1,서울과기대 정문
107,EV,서울 강서구 개화동 491-3,개화역
433,GA,서울 마포구 망원동 404-38,망원1동 주민센터 옆
2041,GA,서울 양천구 신월동 987,신월문화체육센터 해맞이공영주차장
1005,GA,서울 용산구 용산동2가 11-13,용산2가동 주민센터
2077,GA,서울 강남구 논현동 152  ,학동역 4번출구
818,GA,서울 강서구 방화동 608-9,신방화역 7번출구
1308,GA,서울 금천구 가산동 371-28,롯데렌터카 구로지점(가산디지털단지역 5번출구)
996,GA,서울 동대문구 이문동 306-14,외대앞역
175,GA,서울 구로구 구로동 549-5,구로5동 마을공동주차장
791,GA,서울 중구 신당5동 110-1,신당역 5번출구
2269,GA,서울 용산구 후암동 55-50,후암동 우노주차장
2360,GA,서울 관악구 봉천동 937-13,은천초교 앞
2203,GA,서울 송파구 문정동 618,장지역 파크하비오
1156,GA,서울 송파구 마천동 산1-5,천마공원
2127,GA,서울 은평구 불광동 637,북한산래미안 2단지아파트
1015,GA,서울 중랑구 망우동 410-1,우림시장오거리
2578,GA,서울 은평구 역촌동 62-28,역촌동 주민센터 뒤
