위도,경도,거점ID,전기차 여부,주소,거점명
37.54157,126.8446,2318,GA,서울 강서구 화곡동 98-86,볏골공원 공영주차장
37.62071,127.0607,266,TO,서울 노원구 월계동 943,노원 세양청마루아파트
37.57279,127.0263,830,GA,서울 동대문구 신설동 96-10,예술의전당 앞
37.55931,126.8353,2229,GA,서울 강서구 마곡동 797-1,발산역 9번출구(퀸즈파크나인)
37.46514,127.0245,2336,GA,서울 서초구 우면동 689,삼성 서울R&D캠퍼스 C타워
37.5477,127.0678,2453,GA,서울 광진구 화양동 21-20,화양사거리 광진캠퍼스시티
37.52266,126.9374,929,GA,서울 영등포구 여의도동 40-3 여의도초등학교 정문 옆,여의나루역(4번출구 원효대교남단)
37.48278,126.9189,2109,GA,서울 관악구 신사동 507-24,GS칼텍스 대한통운신림
37.54805,126.8783,135,GA,서울 강서구 염창동 260-7,골든서울호텔
37.57659,126.896,386,GA,서울 마포구 상암동 19-4,디지털미디어시티역 9번출구
37.50177,126.8577,2524,GA,서울 구로구 고척동 145-145,고척동 동호파크타운
37.47847,127.0415,900,GA,서울 서초구 양재동 90-2,양재동 카페거리
37.5891,127.0765,685,GA,서울 중랑구 면목동 181-132,서울중랑초등학교
37.53382,126.8923,707,GA,서울 영등포구 양평동3가 96-1,선유도역 6번출구
37.60419,126.9053,659,GA,서울 은평구 역촌동 산 31-1,서울서북병원
37.50101,127.1444,415,GA,서울 송파구 마천동 17-9,마천공원 옆
37.48068,127.0117,972,GA,서울 서초구 서초동 1464-16,예술의전당 앞
37.52905,127.1254,74,GA,서울 강동구 성내동 541-2,강동구 보건소
37.57643,127.0566,1096,GA,서울 동대문구 전농동 295-29,전농동사거리 옆
37.55905,126.9167,2390,GA,서울 마포구 성산동 232-13,스피드메이트 청기와2점
37.47097,126.9731,1917,GA,서울 관악구 남현동 1132,서울사당초등학교 뒤
37.45327,126.903,774,GA,서울 금천구 시흥동 886-14,시흥사거리
37.59244,127.072,1235,GA,서울 중랑구 상봉동 137-8,한인 S-Oil
37.54882,126.954,670,GA,서울 마포구 공덕동 168,서울신용보증재단 본점
37.49128,126.8919,187,GA,서울 구로구 구로동 139-82,구로리공원
37.53267,126.9631,1009,GA,서울 용산구 한강로3가 14-1,용산역 3번출구
37.47009,127.0443,902,GA,서울 서초구 양재동 370-5,양재시민의숲역
37.65483,127.0489,1150,TO,서울 도봉구 창동 1-9,창동역 1번출구
37.53276,127.0919,83,GA,서울 광진구 구의동 599-4,강변역
37.52557,126.8379,837,GA,서울 양천구 신월동 411-1,신월4동(신월주차장)
37.47166,127.0415,2470,GA,서울 서초구 양재동 311,양재근린공원 공영주차장
37.47556,126.9832,567,TO,서울 서초구 방배동 506-9,사당역공영주차장
37.51581,126.8924,2355,GA,서울 영등포구 문래동3가 76-1,문래역 1번출구
37.53742,126.8389,2319,GA,서울 강서구 화곡동 662-15,강서가로공원 공영주차장
37.56118,127.0453,2201,TO,서울 성동구 사근동 223-22,사근동 주민센터
37.56342,126.8047,233,TO,서울 강서구 방화동 886,김포공항(스카이파크)
37.56722,126.9622,637,GA,서울 서대문구 냉천동 31 감리교신학대학,서대문역(감리신학대)
37.50825,127.058,1195,GA,서울 강남구 삼성동 158-5,포스코사거리
37.54787,126.837,2475,GA,서울 강서구 화곡동 1165-1,우장산역 2번출구 레이존
37.53729,127.0827,162,GA,서울 광진구 자양동 779-5,광진구청 옆
37.55429,126.9568,893,GA,서울 마포구 아현동 270-15,애오개역 2번출구
37.58322,126.9225,1952,GA,서울 서대문구 남가좌동 3-19,충암고등학교 뒤
37.54641,127.1426,211,GA,서울 강동구 천호동 34-6,굽은다리역 2번출구
37.58027,127.0612,2245,GA,서울 동대문구 전농동 688,전농동 래미안아름숲
37.58422,126.9249,2377,GA,서울 서대문구 홍은동 356-1,명지전문대학교
37.5368,126.9693,568,GA,서울 용산구 문배동 24-5,삼각지역(용산등기소)
37.49911,126.8269,2546,GA,서울 구로구 궁동 83-3,오류고등학교 옆
37.5093,127.0592,2471,GA,서울 강남구 삼성동 159-6,도심공항터미널
37.54632,127.1513,455,GA,서울 강동구 명일동 223-7,명일2동주민센터
37.55806,126.9788,1300,GA,서울 중구 회현동1가 165-1,회현역 3번출구
37.66473,127.0762,594,GA,서울 노원구 상계동 84-23 앞,상계역(3번출구 당고개오거리)
37.47914,127.1184,36,GA,서울 송파구 문정동 628,가든파이브
37.53648,127.0612,961,GA,서울 광진구 자양동 235-3,영동대교 북단
37.47127,126.9828,1264,GA,서울 관악구 남현동 612-51,홈플러스 서울남현점
37.49074,127.0302,2228,GA,서울 서초구 서초동 1338-12,뱅뱅사거리(한화생명)
37.58345,127.0889,559,GA,서울 중랑구 면목동 458-1,사가정역 북부
37.55571,126.9214,2371,GA,서울 마포구 동교동 160-5,롯데호텔L7 홍대
37.60233,127.0222,229,GA,서울 성북구 길음동 535-22,길음역 7번출구
37.55359,126.8523,88,GA,서울 강서구 화곡동 1112-10,강서구청
37.56668,127.0095,357,TO,서울 중구 을지로7가 2-1,동대문디자인플라자
37.67064,127.0817,287,GA,서울 노원구 상계동 111-549,당고개역 1번출구
37.52169,126.8605,2411,GA,서울 양천구 신정동 1018-3,법마을 공영주차장
37.66945,127.0784,286,GA,서울 노원구 상계동 140-340,당고개아래(s)
37.48584,126.9345,158,GA,서울 관악구 봉천동 961-15,관악우체국삼거리
37.50564,127.13,1933,GA,서울 송파구 오금동 36-3,오금중학교 뒤
37.53858,127.0836,202,GA,서울 광진구 구의동 252-109,구의역 1번출구
37.4986,127.0551,323,GA,서울 강남구 대치동 924-10,도곡초등학교
37.55944,126.9142,2385,GA,서울 마포구 성산동 39-35,홍익대 제3기숙사
37.58223,126.8889,2472,GA,서울 마포구 상암동 1596,상암DMC 푸르지오시티
37.48851,126.9469,197,GA,서울 관악구 봉천동 492-26,구암초교 앞
37.50432,126.9211,1241,GA,서울 영등포구 신길동 812,해군회관앞
37.50593,126.9352,1877,GA,서울 동작구 상도동 455,상도래미안1차아파트
37.67753,127.056,745,GA,서울 노원구 상계동 1115-18,수락산역 2번출구
37.55328,126.9183,631,GA,서울 마포구 서교동 374-13,서교동사거리
37.47938,126.8402,2249,GA,서울 구로구 천왕동 140-2,천왕이펜하우스 7단지
37.55596,127.0335,1882,EV,서울 성동구 행당동 376-1,서울숲행당푸르지오아파트
37.54763,127.0628,714,GA,서울 성동구 성수2가3동 280-17,성동세무서
37.55559,127.1369,1884,GA,서울 강동구 암사동 450-3,선사고등학교 옆
37.53764,126.8504,2036,GA,서울 강서구 화곡동 410-4,화곡 8-2공영주차장
37.48863,126.9692,1175,GA,서울 동작구 사당3동 산31-6,총신대학교
37.61086,126.9311,2149,GA,서울 은평구 불광1동 281-54,불광역 1번출구
37.53258,126.9009,291,GA,서울 영등포구 당산동5가 11-39,당산역
37.61521,127.0117,2340,GA,서울 성북구 정릉동 1028-4,서경대학교C
37.64508,127.0583,1128,GA,서울 노원구 상계동 770-2,중계역
37.52778,126.9046,392,GA,서울 영등포구 영등포동8가 62-1,롯데마트 VIC영등포점
37.52067,127.0465,920,GA,서울 강남구 청담동 15-18,언북초교
37.56618,126.8541,2233,GA,서울 강서구 가양동 1474,대림경동아파트
37.55891,127.0454,2436,GA,서울 성동구 사근동 110,한양대병원C
37.53922,127.074,110,GA,서울 광진구 화양동 4-22,건국대 일감문
37.51202,126.9289,305,GA,서울 동작구 대방동 508,대방역 e편한세상1차
37.61678,127.0351,2185,GA,서울 강북구 미아동 2-1 101동 옆,미아동 어울림소공원 공영주차장
37.48314,126.9825,1051,TO,서울 서초구 방배동 493-5,이수역 6번출구
37.56795,126.8266,2126,GA,서울 강서구 마곡동 760-1,마곡나루역 1번출구(라마다앙코르호텔)
37.52448,126.9296,1813,GA,서울 영등포구 여의도동 31,여의도MBC 구사옥
37.5663,126.9608,1857,GA,서울 서대문구 냉천동 261,돈의문 센트레빌
37.61134,126.9169,196,GA,서울 은평구 구산동 1-1,구산역 3번출구
37.52724,126.8429,868,GA,서울 강서구 화곡동 931-11,신화곡 S-Oil
37.60349,127.0423,1023,GA,서울 성북구 하월곡동 227,월곡역 3번출구
37.56259,126.8083,145,GA,서울 강서구 방화동 620-191,공항시장역
37.57809,127.0706,1077,GA,서울 동대문구 장안동 286-9,장안2동 주민센터
37.45609,126.8875,13,TO,서울 금천구 독산동 1093,KT광명빌딩
37.55931,127.1807,1848,GA,서울 강동구 강일동 695,강일리버파크10단지
37.64613,126.9258,2011,GA,서울 은평구 진관동 13,은평뉴타운상림마을3단지
37.53866,127.0712,396,GA,서울 광진구 자양동 227-342,롯데백화점 건대스타시티
37.5464,126.9315,1153,GA,서울 마포구 창전동 148-1,창전동CNH홈
37.50482,127.0026,737,GA,서울 서초구 반포동 19-3,센트럴시티 타워주차장
37.57298,127.0166,362,GA,서울 종로구 숭인동 292-1,동묘앞역 4번출구
37.63005,127.0756,646,GA,서울 노원구 공릉동 461-1,서울과기대 정문
37.57786,126.798,107,EV,서울 강서구 개화동 491-3,개화역
37.55504,126.9051,433,GA,서울 마포구 망원동 404-38,망원1동 주민센터 옆
37.52,126.8348,2041,GA,서울 양천구 신월동 987,신월문화체육센터 해맞이공영주차장
37.54586,126.9856,1005,GA,서울 용산구 용산동2가 11-13,용산2가동 주민센터
37.51094,127.0311,2077,GA,서울 강남구 논현동 152  ,학동역 4번출구
37.56524,126.8163,818,GA,서울 강서구 방화동 608-9,신방화역 7번출구
37.47919,126.883,1308,GA,서울 금천구 가산동 371-28,롯데렌터카 구로지점(가산디지털단지역 5번출구)
37.59506,127.0627,996,GA,서울 동대문구 이문동 306-14,외대앞역
37.50076,126.8866,175,GA,서울 구로구 구로동 549-5,구로5동 마을공동주차장
37.56511,127.017,791,GA,서울 중구 신당5동 110-1,신당역 5번출구
37.54982,126.9786,2269,GA,서울 용산구 후암동 55-50,후암동 우노주차장
37.48637,126.9408,2360,GA,서울 관악구 봉천동 937-13,은천초교 앞
37.48174,127.1242,2203,GA,서울 송파구 문정동 618,장지역 파크하비오
37.50017,127.1551,1156,GA,서울 송파구 마천동 산1-5,천마공원
37.61084,126.9379,2127,GA,서울 은평구 불광동 637,북한산래미안 2단지아파트
37.59496,127.1002,1015,GA,서울 중랑구 망우동 410-1,우림시장오거리
126.9149,37.60423,2578,GA,서울 은평구 역촌동 62-28,역촌동 주민센터 뒤
37.6744,127.0515,592,GA,서울 노원구 상계동 1090-12,상계대림아파트 맞은편
37.48474,127.0178,249,GA,서울 서초구 서초동 1445-3,남부터미널
37.60103,127.0235,2267,GA,서울 성북구 돈암동 643,길음역 금호어울림 센터힐아파트
37.50942,126.8877,801,GA,서울 구로구 신도림동 337,신도림 푸르지오1차
37.57841,127.0353,1107,GA,서울 동대문구 제기동 892-72,제기동역
37.53213,126.9643,1008,GA,서울 용산구 한강로3가 12-5,용산역
37.54036,126.9927,1054,GA,서울 용산구 이태원동 227-9,이태원2동
37.47228,126.8976,344,GA,서울 금천구 독산동 152-3,독산사거리
37.56524,126.9293,2343,GA,서울 서대문구 연희동 193-4,SK연희기지국
37.50563,127.0567,1196,GA,서울 강남구 대치동 892,포스코센터
37.5396,126.8341,1283,GA,서울 강서구 화곡동 1070,화곡역 6번출구
127.0182,37.63166,2557,GA,서울 강북구 수유동 49-27,화계역 1번출구(빨래골공영주차장)
37.47511,126.9199,239,GA,서울 관악구 신림동 598-169,난곡사거리
37.54825,127.1264,29,GA,서울 강동구 암사동 513-27,SK주유소 암사점
37.46947,126.9308,574,GA,서울 관악구 삼성동 361-71,삼성동시장
37.56233,126.912,715,GA,서울 마포구 성산동 산 12-1,성미산체육관
37.48087,126.9523,656,GA,서울 관악구 봉천동 862-1,서울대입구역 3번출구
37.66438,127.0716,2526,GA,서울 노원구 상계동 142-6,상계동 백운그랜드캐슬
37.64045,127.0648,1204,GA,서울 노원구 중계2동 507,하계역 건영백화점
37.57112,127.0214,1292,GA,서울 중구 황학동 2545,황학동(롯데캐슬베네치아)
37.5038,127.0433,2521,GA,서울 강남구 역삼동 701,서울상록회관
37.45975,126.9195,155,GA,서울 관악구 신림동 1735,관악산휴먼시아 2단지
37.54851,126.9687,2374,GA,서울 용산구 청파동1가 121-3,숙명여대 새빛관
37.51223,127.0286,1223,GA,서울 강남구 논현동 127-14,학동역 5번출구
37.50891,126.8901,806,GA,서울 구로구 신도림동 360-51,신도림역(디큐브시티)
37.52638,126.8995,289,GA,서울 영등포구 당산동3가 4-2,당산노외(s)
37.5361,127.1463,21,GA,서울 강동구 길동 255-2,SK주유소 길동점
37.48211,126.8989,181,GA,서울 구로구 구로동 1127-22,구로디지털단지(티타운빌딩)
37.55739,126.9069,2103,GA,서울 마포구 망원동 494,망원동우체국 옆(삼성화원아파트)
37.53437,126.8286,836,GA,서울 양천구 신월3동 166-23,신월3동 주민센터 앞
37.506,126.8913,805,GA,서울 구로구 구로동 26,신도림역 3번출구(포스빌)
37.58136,126.8963,1886,GA,서울 은평구 수색동 100-1,수색역 1번출구
37.49732,127.0243,65,GA,서울 서초구 서초동 1316-5,강남역 9번출구
37.47965,127.0396,2076,TO,서울 서초구 양재동 16-13,교육개발원입구교차로
37.57892,127.0019,2458,GA,서울 종로구 연건동 38,서울대학교병원 옆
37.49905,126.8942,2120,GA,서울 영등포구 대림3동 780,대림운동장
37.49176,127.1178,38,GA,서울 송파구 문정동 150-2,가락시장역
37.55975,127.077,210,GA,서울 광진구 중곡동 626-11,군자역(메리놀외방선교회)
37.4788,127.1413,1026,GA,서울 송파구 장지동 879,위례신도시22단지
37.50669,127.0531,2364,GA,서울 강남구 삼성동 143-20,선정릉 정문 앞(EAN빌딩)
37.57849,126.8929,367,GA,서울 마포구 상암동 1610,동아디지털미디어센터
37.54993,126.8766,2522,GA,서울 강서구 염창동 257-3,염창동 전방군제빌딩
37.59871,126.9613,2506,GA,서울 종로구 부암동 182-1,상명대 앞C
37.53363,127.1338,80,GA,서울 강동구 성내동 382-6,강동역
37.44283,126.9058,2452,GA,서울 구로구 시흥동 942-6,시흥3동 공영주차장
37.4724,127.0383,1898,GA,서울 서초구 양재동 237,양재시민의숲역 1번출구
37.49173,126.9444,1919,GA,서울 관악구 성현동 산 101-307,선의 관악종합사회복지관 옆
37.56047,127.1643,1850,GA,서울 강동구 고덕동 226-4,고덕2동주민센터
37.48219,126.9921,1903,EV,서울 서초구 방배동 977-17,이수중학교 앞
37.50485,127.0273,2234,GA,서울 강남구 역삼동 602,신논현역 4번출구
37.57091,126.9814,1112,GA,서울 종로구 청진동 119-1,종각역 1번출구
37.50207,127.0867,586,GA,서울 송파구 삼전동 38-27,삼전동(비전골프장)
37.50096,127.0306,62,GA,서울 강남구 역삼동 635-2,강남역 12번출구
37.47821,126.8858,927,GA,서울 금천구 가산동 60-69,엘리시아
37.62642,127.0378,2223,GA,서울 강북구 번동 139,번동 해모로아파트
37.59456,126.9461,2092,GA,서울 서대문구 홍은동 48-80,CU 홍은벽산점
37.63206,127.0236,750,GA,서울 강북구 수유동 612-6,수유사거리
37.50722,126.8925,2525,GA,서울 구로구 구로동 3-55,신도림역 2번출구
37.51467,127.1011,1996,GA,서울 송파구 신천동 7-18,롯데캐슬골드 잠실점
37.54374,127.138,2538,GA,서울 강동구 천호동 82-12,굽은다리역 1번출구(천호도전숙)
37.66561,127.0757,826,GA,서울 노원구 상계동 85-91 옆,신상계초교 밑(가압장 공영)
37.54163,127.1368,1155,GA,서울 강동구 천호동 113-38,천동초교 앞
37.53655,126.8697,1105,GA,서울 양천구 목동 757-1,정목초등학교
37.55238,126.971,674,GA,서울 중구 봉래동2가 122-11,서울역
37.46348,127.0252,1016,GA,서울 서초구 우면동 728,우면동 우체국 앞
37.65655,127.0623,270,GA,서울 노원구 상계동 602-3,노원역 9번출구(현성빌딩)
37.57545,127.022,827,GA,서울 종로구 숭인동 1063,신설동역
37.56255,126.8237,2137,GA,서울 강서구 마곡동 768-3,마곡역 1번출구(▶동익드미라벨)
37.48711,127.1226,484,GA,서울 송파구 문정동 55-1,문정역 1번출구
37.48858,126.9345,538,TO,서울 관악구 봉천동 산110-4,보라매제1공영주차장
37.50724,126.8924,804,GA,서울 구로구 구로동 3-55,신도림역 2번출구
37.57631,127.0387,1000,GA,서울 동대문구 용두동 27-3,하이마트 용두점
37.55999,127.0766,1910,GA,서울 광진구 중곡동 626-7,군자역 1번출구
37.52707,126.8705,471,GA,서울 양천구 목동 923-6,목동예술인센터
37.54168,126.9498,143,TO,서울 마포구 도화동 562,도화동 주민센터
37.51225,126.9262,303,GA,서울 동작구 대방동 341-19,대방역
37.48476,126.9047,184,GA,서울 관악구 신림동 1677-4,구로디지털단지역(견인보관소)
37.59717,127.0921,2019,GA,서울 중랑구 상봉동 501,망우역교차로
37.55972,127.0339,2302,GA,서울 성동구 행당동 293-11,왕십리역 동남주차장
37.61556,127.0635,695,GA,서울 노원구 월계동 50-9,석계역
37.52878,126.8607,2293,GA,서울 양천구 신정동 1068,목동로데오거리 노상공영주차장
37.56446,127.0808,1130,GA,서울 광진구 중곡동 230-12,중곡역
37.567,126.9314,957,GA,서울 서대문구 연희동 136-7,연희교차로
37.48272,126.9814,2474,GA,서울 동작구 사당동 1008-15,이수역 7번출구 넥스트스파크존
37.59017,126.908,819,EV,서울 은평구 신사동 163-17,신사2동주민센터
37.52524,127.0499,2434,GA,서울 강남구 청담동 124-11  ,청담동 주민센터옆(에비뉴)
37.50595,126.86,134,GA,서울 구로구 고척동 329,고척파출소앞 교차로
37.53963,126.9425,428,TO,서울 마포구 마포동 36-1,마포유수지
37.48991,127.0312,2445,GA,서울 서초구 서초동 1339-9,뱅뱅사거리(메트로주차장)
37.53855,127.0735,743,GA,서울 광진구 자양동 227-7,쇼핑몰 건대스타시티
37.5142,127.0661,682,GA,서울 강남구 삼성동 171-1,봉은사역 6번출구
37.57612,126.9144,2555,GA,서울 서대문구 북가좌동 458,모래내우체국앞 교차로(DMC아이파크)
37.55126,127.1444,6,GA,서울 강동구 명일동 315-1,GS슈퍼마켓 명일점
37.5298,127.1224,77,GA,서울 강동구 성내동 552-2,강동구청역
37.53463,126.9904,1055,GA,서울 용산구 이태원동 181-8,이태원역 1번출구
37.54,126.8355,1281,GA,서울 강서구 화곡동 1070-12,화곡역
37.5697,126.9803,1113,TO,서울 종로구 서린동 99,종각역 6번출구(SK서린빌딩)
37.56165,127.0078,1087,GA,서울 중구 장충동1가 35-2,장충동 주민센터
37.48373,126.9301,812,GA,서울 관악구 신림동 1641-2,신림역 2번출구(포도몰)
37.53666,127.145,223,EV,서울 강동구 길동 400,길동우성2차아파트
37.59143,127.0782,1133,GA,서울 중랑구 면목동 183-14,중랑전화국 앞
37.55378,126.9724,679,GA,서울 용산구 동자동 43-73,서울역 14번출구
37.61112,126.9286,556,GA,서울 은평구 대조동 6-9,불광역 7번출구(오산주차장)
37.62427,127.0609,159,GA,서울 노원구 월계동 85-4,광운대역주차장C
37.48288,127.1219,2454,GA,서울 송파구 문정동 320-1,문정역 송파법조타운푸르지오시티
37.53478,127.0916,2392,GA,서울 광진구 구의동 593-15,동서울터미널 앞
37.57483,126.8973,1879,GA,서울 마포구 상암동 1618,상암휴먼시아2단지
37.61078,126.995,206,GA,서울 성북구 정릉동 861-1 지하주차장,국민대
37.51756,127.0176,2090,GA,서울 서초구 잠원동 8-5,신사역 5번출구(KJ주차장)
37.49847,127.0333,940,GA,서울 강남구 역삼동 735-15,역삼역 3번출구(이스턴 오피스텔)
37.53144,126.9908,1007,GA,서울 용산구 이태원동 34-69,용산구청 옆(크라운호텔)
37.57734,127.0446,365,GA,서울 동대문구 용두동 38-5,동부청과(s)
37.47641,127.0482,103,GA,서울 강남구 개포동 1222-2,개포동(승리주차장)
37.55622,126.9445,1045,GA,서울 마포구 대흥동 12-27,이대역 6번출구
37.48599,126.9831,2049,GA,서울 서초구 방배동 3001-2,롯데렌터카 사당지점
37.54271,126.9685,2145,GA,서울 용산구 청파동3가 119-4,선린인터넷고 앞
37.50742,127.1041,703,GA,서울 송파구 석촌동 182-4,석촌역 8번출구
37.48505,126.9001,183,GA,서울 구로구 구로동 1124-49,구로디지털단지역 스윙파크주차장
37.54922,126.8169,2004,GA,서울 강서구 외발산동 426,메이필드호텔
37.57274,126.9734,164,GA,서울 종로구 내수동 167,광화문역 1번출구(대우빌딩)
37.57163,126.9602,336,GA,서울 서대문구 영천동 252,독립문역(4번출구 독립문고가밑)
37.61848,126.9159,1847,EV,서울 은평구 갈현동 502-3,갈현2동 주민센터
37.59916,127.0147,348,GA,서울 성북구 돈암동 538-59,돈암동(아리랑고개)
37.51009,127.0785,878,GA,서울 송파구 잠실동 84,아시아공원
37.49818,127.0554,1236,GA,서울 강남구 대치동 935-24,한티역 2번출구(메밀연가)
37.55875,126.9256,2422,GA,서울 마포구 동교동 147-85  ,홍대입구역 3번출구
37.56445,127.0541,2316,GA,서울 성동구 용답동 4-1,답십리역 5번출구
37.64039,127.0678,377,TO,서울 노원구 중계동 508-1,등나무근린공원
37.56537,126.9774,2271,GA,서울 중구 정동 5-8,서울시청광장
37.59082,126.9167,622,GA,서울 은평구 응암동 577-32,새절역 1번출구
37.50018,127.0961,523,GA,서울 송파구 삼전동 175-8,배명고교 앞
37.51817,126.8959,1267,GA,서울 영등포구 문래동3가 55-3,홈플러스 영등포점
37.47889,126.951,2416,GA,서울 관악구 봉천동 856-1  ,서울대입구역 2번출구(대우디오슈페리움 2단지)C
37.49707,126.8539,100,GA,서울 구로구 개봉동 416-175,개봉역 2번출구
37.48708,127.0334,1916,GA,서울 강남구 도곡동 949-3,양재역 3번출구(캠코양재타워)
37.57063,126.9133,2375,GA,서울 서대문구 남가좌동 269-9,가좌삼거리
37.61339,126.9278,1211,GA,서울 은평구 불광동 255-4,하이마트 불광점
37.48938,126.9542,732,GA,서울 관악구 봉천동 1703,성현동아아파트
127.1391,37.50381,2574,GA,서울 송파구 오금동 120-13,오금동 사거리
37.46666,126.9227,242,GA,서울 관악구 신림동 652-156,난우중학교
37.55929,126.9142,2398,GA,서울 마포구 성산동 243-3,홍익대학교 제3기숙사
37.5712,126.9694,2433,GA,서울 종로구 신문로2가 2-15,서울역사박물관
37.56156,126.8533,2490,GA,서울 강서구 등촌동 73-1,가양역 9번출구(금부빌딩)
37.50286,127.1281,973,GA,서울 송파구 오금동 50-1,오금동 주민센터
37.5586,126.9068,436,GA,서울 마포구 망원동 517,망원우체국교차로
37.50478,126.9409,1075,EV,서울 동작구 상도2동 176-3,장승배기역
37.49942,126.9279,796,GA,서울 동작구 대방동 405-11,신대방삼거리역 2번출구(코스모빌딩)
37.56722,126.9853,1038,GA,서울 중구 수하동 67,을지로입구역(미래에셋센터원)
37.54573,127.1412,75,GA,서울 강동구 천호동 41,강동구민회관
37.48747,126.8392,1157,TO,서울 구로구 오류동 174-10,천왕역환승공영주차장
37.51138,126.9116,1017,GA,서울 영등포구 신길동 219-8,우신초교 앞
37.49938,126.8647,132,GA,서울 구로구 고척동 76-15,고척스카이돔 앞
37.48523,126.8522,1849,GA,서울 구로구 개봉동 478,개봉한진아파트
37.6364,127.0774,2301,GA,서울 노원구 하계동 65-5,하계동 금성하우스C
37.53431,126.9653,1012,GA,서울 용산구 한강로2가 12-9,용산주차빌딩
37.49399,127.0874,1187,GA,서울 강남구 일원동 4-49,탄천제2호
37.50063,126.8821,1897,GA,서울 구로구 구로동 584-12,쌍용정비사업소 서울서비스센터
37.4879,127.0318,526,GA,서울 서초구 서초동 1357-65,뱅뱅사거리
37.56461,127.0224,712,GA,서울 중구 신당동 161,성동고공영주차장
37.49448,127.0797,2131,GA,서울 강남구 개포동 13-3,대청역 1번출구(대청타워)
37.59506,127.0627,997,GA,서울 동대문구 이문동 306-14  ,외대앞역C
37.54866,126.9232,607,GA,서울 마포구 상수동 93-45,상수역 2번출구
37.57406,126.9756,736,TO,서울 종로구 세종로 79-9,세종로공원
37.64709,127.0373,2306,GA,서울 도봉구 창동 657-37,창1동공영주차장
37.55486,126.9393,865,GA,서울 마포구 노고산동 33-1 지하주차장,신촌역 창천초교
37.58125,126.9198,1947,GA,서울 서대문구 북가좌동 5-42,명지대학교 옆
37.54252,126.9398,2443,GA,서울 마포구 용강동 472-4,용강동 노상공영주차장
37.56136,127.0627,1092,GA,서울 성동구 용답동 229-6,장한평역 8번출구
37.5156,127.1112,2133,GA,서울 송파구 방이동 43,몽촌토성역 3번출구
37.62687,127.0731,11,GA,서울 노원구 공릉동 375-4 kt공릉빌딩,KT공릉지사
37.4591,126.909,672,GA,서울 금천구 시흥동 704-56,서울신흥초등학교
37.57386,126.9358,635,GA,서울 서대문구 연희동 76-24,서대문소방서 옆
37.55998,126.9419,861,GA,서울 서대문구 신촌동 74-12,신촌기차역(연세대)
37.52978,126.9258,931,GA,서울 영등포구 여의도동 10-2,여의도공원 앞
37.51027,127.0842,854,GA,서울 송파구 잠실동 186-9,잠실새내역
37.64122,127.0363,1149,GA,서울 도봉구 창2동 582-22,창2동주민센터
37.62638,126.9153,57,GA,서울 은평구 갈현1동 9-112,갈현1동공영주차장
37.56026,126.9278,354,GA,서울 서대문구 창천동 420,동교동삼거리
37.56739,127.0182,1293,EV,서울 중구 황학동 755,황학어린이공원공영주차장
37.54712,127.0502,387,GA,서울 성동구 성수동1가 13-164,뚝섬역 4번출구(서울숲IT밸리)
37.50241,127.0435,407,GA,서울 강남구 역삼동 706,르네상스호텔사거리
126.972,37.47151,2564,GA,서울 관악구 남현동 1139,남현동 거주자우선주차구역
37.56566,126.903,423,GA,서울 마포구 성산동 590-1,마포구청역 1번출구
37.48722,127.1006,748,TO,서울 강남구 수서동 735,수서역
37.53838,127.0839,2106,GA,서울 광진구 구의동 252-16,구의역 1번출구(웰츠타워)
